Date,MaxT,MeanT,MinT,MaxDewPoint,MeanDewPoint,MinDewpoint,MaxHumidity,MeanHumidity,MinHumidity,MaxSLP,MeanSLP,MinSLP,MaxVisibility,MeanVisibility,MinVisibility,MaxWindSpeed,MeanWindSpeed,MaxGustSpeed,Precipitation,CloudCover,Events,WindDirDegrees
2016-11-12,14.120,11.080,8.746,13.145,11.145,6.921,100,90,77,1019.283,1014.181,1010.715,10.000,9.000,6.000,23.282,16.048,,0.263,4.804,Rain,292
2016-11-13,13.337,7.962,4.152,8.081,6.179,4.254,100,84,63,1031.866,1028.870,1025.598,10.000,10.000,10.000,16.083,6.327,,0.000,1.182,Fog,335
2016-11-14,13.625,9.884,6.117,12.103,10.018,5.978,100,93,77,1031.969,1029.951,1029.063,10.000,10.000,9.000,23.162,8.005,,0.021,5.092,Rain,277
2016-11-15,17.139,14.098,13.342,13.062,12.085,12.142,94,90,77,1028.898,1027.017,1022.042,10.000,10.000,8.000,21.070,11.025,,0.214,5.087,Rain,282
2016-11-16,13.978,11.011,8.527,12.090,8.058,4.914,94,81,67,1022.096,1016.063,1012.110,10.000,10.000,10.000,27.075,14.143,,0.134,2.123,Rain,254
2016-11-17,12.945,8.926,5.732,9.058,5.191,2.880,87,77,71,1012.055,1000.147,993.760,10.000,10.000,10.000,37.066,19.487,60.977,0.103,2.854,Rain,233
2016-11-18,6.906,4.066,3.175,4.001,2.394,0.863,93,86,71,1000.733,998.029,994.164,10.000,10.000,10.000,26.187,8.154,42.113,0.169,2.014,Rain,263
2016-11-19,8.053,4.086,1.822,6.173,4.170,0.946,93,89,76,1004.023,1000.016,991.981,10.000,10.000,10.000,13.079,5.000,,0.147,2.156,Rain,154
2016-11-20,9.171,7.034,4.902,5.078,4.226,2.946,93,82,66,992.851,990.816,983.209,10.000,10.000,10.000,24.138,14.098,,0.159,1.995,Rain,344
2016-11-21,10.110,7.886,4.808,9.341,7.147,4.960,100,94,87,984.947,982.006,981.194,10.000,8.000,6.000,27.131,16.272,,0.052,4.045,Rain,72
2016-11-22,7.780,7.077,5.895,7.131,6.084,5.000,100,93,87,1011.264,1002.159,983.944,10.000,9.000,5.000,14.030,10.075,,0.224,5.111,Rain,272
2016-11-23,8.500,7.044,5.926,6.071,5.037,3.712,93,87,76,1019.022,1016.048,1011.849,10.000,10.000,8.000,24.105,11.187,,0.004,4.777,Rain,25
2016-11-24,9.786,8.089,7.262,7.093,6.219,2.755,87,82,76,1021.716,1021.364,1019.058,10.000,10.000,10.000,39.164,26.357,60.119,0.000,3.188,,38
2016-11-25,7.795,5.790,3.857,4.096,3.194,1.722,93,80,71,1022.148,1019.796,1018.822,10.000,10.000,10.000,27.449,14.133,,0.000,1.279,,20
2016-11-26,8.088,6.104,4.082,4.008,3.132,1.967,93,85,76,1019.849,1020.072,1019.066,10.000,9.000,8.000,23.019,11.009,,0.000,2.226,,42
2016-11-27,7.574,6.219,2.793,6.136,4.067,1.766,93,83,71,1026.255,1024.236,1022.197,10.000,10.000,8.000,24.197,11.039,,0.000,4.837,,53
2016-11-28,9.071,4.109,-0.117,3.172,0.250,-3.655,81,70,53,1030.134,1027.773,1025.873,10.000,10.000,10.000,29.083,18.018,,0.000,2.869,,70
2016-11-29,6.192,0.826,-3.108,0.087,-2.861,-4.803,93,79,57,1034.983,1032.921,1029.903,,,,61.204,8.079,,0.000,,,32
2016-11-30,6.111,0.154,-5.300,2.162,-1.970,-6.205,93,86,70,1035.778,1033.974,1033.489,10.000,9.000,8.000,8.326,2.079,,0.000,1.099,,35
2016-12-1,1.029,-2.034,-3.779,1.022,-1.879,-4.797,100,98,93,1033.982,1030.649,1028.944,8.000,1.000,0.000,6.023,2.034,,0.000,5.040,Fog,11
2016-12-2,6.363,0.000,-5.368,4.159,1.127,-5.653,100,96,81,1026.932,1024.924,1024.259,10.000,10.000,10.000,13.102,2.181,,0.000,6.203,,20
2016-12-3,8.050,6.219,2.977,4.288,3.131,0.267,93,79,70,1023.884,1021.566,1021.458,10.000,10.000,7.000,32.250,18.088,,0.000,3.919,,68
2016-12-4,5.999,2.961,0.447,3.201,1.005,-2.122,87,79,70,1020.801,1019.894,1019.002,10.000,10.000,10.000,21.008,14.199,,0.000,4.042,,38
2016-12-5,10.756,8.000,5.342,10.044,7.011,4.293,94,92,87,1022.962,1021.727,1021.003,10.000,6.000,4.000,14.233,8.194,,0.000,5.907,,59
2016-12-6,11.580,11.036,10.306,10.411,10.114,8.954,100,93,88,1026.093,1024.992,1024.886,10.000,7.000,4.000,19.097,10.067,,0.000,7.100,,173
2016-12-7,13.865,12.018,9.915,12.095,11.248,8.985,100,90,82,1024.896,1025.111,1023.949,10.000,9.000,4.000,23.162,14.025,,0.101,2.799,Rain,176
2016-12-8,16.131,12.891,11.874,13.177,12.279,11.039,100,92,82,1025.788,1024.167,1022.949,10.000,9.000,3.000,27.149,18.030,,0.205,6.196,Rain,188
2016-12-9,14.203,12.954,12.320,12.181,11.085,9.877,94,88,82,1024.919,1023.990,1022.091,10.000,10.000,4.000,29.028,16.178,,0.000,2.860,,187
2016-12-10,12.970,8.924,4.880,12.042,9.562,3.920,100,93,82,1022.743,1021.118,1017.765,10.000,8.000,3.000,29.050,13.223,,0.032,4.965,Rain,221
2016-12-11,8.052,3.987,0.971,7.198,3.998,0.765,100,97,93,1027.320,1026.240,1023.857,10.000,2.000,0.000,6.226,3.008,,0.000,2.972,Fog,322
2016-12-12,13.006,9.743,7.612,12.141,9.074,6.994,100,93,82,1020.063,1019.159,1018.982,10.000,9.000,5.000,21.415,13.093,,0.103,6.175,Rain,202
2016-12-13,14.194,10.767,8.013,12.048,10.922,6.998,100,92,88,1019.074,1016.963,1016.190,10.000,9.000,7.000,29.038,14.177,,0.000,4.947,,187
2016-12-14,12.061,11.100,9.841,11.119,9.003,8.150,100,92,87,1016.777,1015.828,1014.985,10.000,10.000,10.000,23.070,14.286,,0.000,3.846,,142
2016-12-15,11.956,9.798,8.729,11.029,10.067,7.992,100,94,88,1016.980,1014.990,1013.638,10.000,9.000,4.000,26.092,18.151,,0.220,4.289,Rain,165
2016-12-16,12.149,9.794,8.173,9.110,8.491,6.746,100,90,82,1032.264,1024.148,1014.787,10.000,10.000,10.000,19.156,13.043,,0.000,3.047,,140
2016-12-17,11.085,8.045,4.640,10.264,8.101,4.862,100,95,87,1038.921,1037.147,1032.084,10.000,7.000,0.000,10.005,5.059,,0.000,4.951,Fog,350
2016-12-18,7.238,3.742,3.424,6.119,3.889,2.032,100,97,93,1039.029,1035.865,1031.946,2.000,0.000,0.000,8.030,3.153,,0.000,4.904,Fog,359
2016-12-19,8.036,6.067,3.857,8.107,6.102,3.906,100,96,93,1031.952,1025.038,1021.870,10.000,9.000,2.000,11.267,5.178,,0.011,4.884,Rain,12
2016-12-20,8.431,6.099,3.758,6.145,5.061,1.904,100,89,81,1021.844,1018.914,1017.092,10.000,10.000,5.000,19.340,10.216,,0.216,3.026,Rain,145
2016-12-21,11.982,7.916,4.067,9.152,7.144,3.103,100,89,77,1023.240,1019.996,1016.073,10.000,8.000,0.000,21.242,10.062,,0.286,2.831,Fog-Rain,216
2016-12-22,11.013,5.884,1.022,7.014,4.287,-0.079,100,90,71,1032.110,1028.431,1023.137,10.000,8.000,0.000,16.141,5.089,,0.000,2.077,Fog,209
2016-12-23,13.092,8.042,3.736,11.231,8.174,3.028,100,87,77,1030.989,1023.955,1018.882,10.000,9.000,5.000,40.315,19.142,61.039,0.109,4.062,Fog-Rain,222
2016-12-24,10.905,8.026,5.854,6.218,5.135,3.165,82,76,71,1029.158,1027.769,1026.094,10.000,10.000,10.000,26.062,16.222,,0.000,0.967,,240
2016-12-25,13.173,12.123,11.767,10.306,10.122,9.969,88,86,82,1026.187,1024.977,1023.905,10.000,10.000,10.000,23.173,16.017,,0.000,3.974,,218
2016-12-26,9.462,3.952,0.047,5.007,2.378,-1.322,100,83,62,1041.855,1036.121,1029.083,10.000,10.000,10.000,14.171,6.203,,0.000,0.913,,299
2016-12-27,4.077,0.237,-3.151,3.063,0.633,-3.710,100,94,93,1044.199,1042.736,1042.179,10.000,10.000,10.000,10.064,3.048,,0.000,3.990,,42
2016-12-28,10.122,3.869,-0.727,8.120,3.347,-1.147,100,91,76,1041.129,1037.957,1036.753,10.000,10.000,10.000,21.160,5.286,,0.000,0.951,Fog,96
2016-12-29,5.199,1.012,-3.120,4.013,0.193,-2.998,100,98,93,1036.899,1035.811,1035.213,10.000,4.000,0.000,8.112,0.186,,0.000,4.770,Fog,35
2016-12-30,5.798,0.905,-2.921,5.931,1.966,-2.931,100,98,93,1036.743,1035.882,1034.909,9.000,1.000,0.000,6.126,0.151,,0.000,6.061,Fog,131
2016-12-31,9.175,6.787,5.194,9.005,6.142,5.037,100,95,87,1034.984,1030.898,1025.197,10.000,6.000,0.000,13.135,5.062,,0.000,6.026,Fog,192
